Graph,S,T,D,MethodId,Method,Status,Reliability,TimeSec,Recursions,Error
6_blocks_sausage_3x3_kao.txt,0,58,23,0,Standard Factoring (Level 0),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,23,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,23,2,Simple Factoring (Level 2),OK,0.769864225178824,5.201000,1842810,
6_blocks_sausage_3x3_kao.txt,0,58,23,3,M-Decomposition (Level 3),OK,0.769864225173192,7.397000,191748,
6_blocks_sausage_3x3_kao.txt,0,58,23,4,Cancela-Petingi (Level 4),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,23,5,M-Decomp + CPFM (Level 5),OK,0.769864225173205,5.010031,210812,
6_blocks_sausage_3x3_kao.txt,0,58,24,0,Standard Factoring (Level 0),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,24,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,24,2,Simple Factoring (Level 2),OK,0.904302273164503,10.295000,3058682,
6_blocks_sausage_3x3_kao.txt,0,58,24,3,M-Decomposition (Level 3),OK,0.904302273156389,8.947000,191748,
6_blocks_sausage_3x3_kao.txt,0,58,24,4,Cancela-Petingi (Level 4),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,24,5,M-Decomp + CPFM (Level 5),OK,0.904302273156404,7.353462,197187,
6_blocks_sausage_3x3_kao.txt,0,58,25,0,Standard Factoring (Level 0),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,25,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,25,2,Simple Factoring (Level 2),OK,0.940298293698523,14.097000,4286166,
6_blocks_sausage_3x3_kao.txt,0,58,25,3,M-Decomposition (Level 3),OK,0.940298293689209,8.467000,191748,
6_blocks_sausage_3x3_kao.txt,0,58,25,4,Cancela-Petingi (Level 4),TIMEOUT,,,0,
6_blocks_sausage_3x3_kao.txt,0,58,25,5,M-Decomp + CPFM (Level 5),OK,0.940298293689224,6.613350,148956,
K4_kao.txt,0,1,1,0,Standard Factoring (Level 0),OK,0.900000000000000,0.000217,127,
K4_kao.txt,0,1,1,1,Recursive Decomposition (Level 1),OK,0.900000000000000,0.000459,127,
K4_kao.txt,0,1,1,2,Simple Factoring (Level 2),OK,0.900000000000000,0.000238,127,
K4_kao.txt,0,1,1,3,M-Decomposition (Level 3),OK,0.900000000000000,0.000322,127,
K4_kao.txt,0,1,1,4,Cancela-Petingi (Level 4),OK,0.900000000000000,0.000014,1,
K4_kao.txt,0,1,1,5,M-Decomp + CPFM (Level 5),OK,0.900000000000000,0.000012,1,
K4_kao.txt,0,1,2,0,Standard Factoring (Level 0),OK,0.996390000000001,0.000221,127,
K4_kao.txt,0,1,2,1,Recursive Decomposition (Level 1),OK,0.996390000000001,0.000315,127,
K4_kao.txt,0,1,2,2,Simple Factoring (Level 2),OK,0.996390000000001,0.000223,127,
K4_kao.txt,0,1,2,3,M-Decomposition (Level 3),OK,0.996390000000001,0.000266,127,
K4_kao.txt,0,1,2,4,Cancela-Petingi (Level 4),OK,0.996390000000000,0.000060,3,
K4_kao.txt,0,1,2,5,M-Decomp + CPFM (Level 5),OK,0.996390000000000,0.000029,3,
K4_kao.txt,0,1,3,0,Standard Factoring (Level 0),OK,0.997848000000001,0.000208,127,
K4_kao.txt,0,1,3,1,Recursive Decomposition (Level 1),OK,0.997848000000001,0.000201,127,
K4_kao.txt,0,1,3,2,Simple Factoring (Level 2),OK,0.997848000000001,0.000239,127,
K4_kao.txt,0,1,3,3,M-Decomposition (Level 3),OK,0.997848000000001,0.000220,127,
K4_kao.txt,0,1,3,4,Cancela-Petingi (Level 4),OK,0.997848000000000,0.000166,13,
K4_kao.txt,0,1,3,5,M-Decomp + CPFM (Level 5),OK,0.997848000000000,0.000127,13,
Geant2004_kao.txt,11,95,6,0,Standard Factoring (Level 0),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,6,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,6,2,Simple Factoring (Level 2),OK,0.632414790007725,53.375000,14682400,
Geant2004_kao.txt,11,95,6,3,M-Decomposition (Level 3),OK,0.632414789999997,0.008000,3045,
Geant2004_kao.txt,11,95,6,4,Cancela-Petingi (Level 4),OK,0.632414790000000,0.000062,3,
Geant2004_kao.txt,11,95,6,5,M-Decomp + CPFM (Level 5),OK,0.632414790000000,0.000287,7,
Geant2004_kao.txt,11,95,7,0,Standard Factoring (Level 0),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,7,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,7,2,Simple Factoring (Level 2),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,7,3,M-Decomposition (Level 3),OK,0.699064984718097,0.012000,3371,
Geant2004_kao.txt,11,95,7,4,Cancela-Petingi (Level 4),OK,0.699064984718100,0.000195,14,
Geant2004_kao.txt,11,95,7,5,M-Decomp + CPFM (Level 5),OK,0.699064984718100,0.000741,62,
Geant2004_kao.txt,11,95,8,0,Standard Factoring (Level 0),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,8,1,Recursive Decomposition (Level 1),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,8,2,Simple Factoring (Level 2),TIMEOUT,,,0,
Geant2004_kao.txt,11,95,8,3,M-Decomposition (Level 3),OK,0.765180873969207,0.035000,5083,
Geant2004_kao.txt,11,95,8,4,Cancela-Petingi (Level 4),OK,0.765180873969210,0.000948,42,
