Graph,S,T,D,MethodId,Method,Status,Reliability,TimeSec,Recursions,CompletedRuns,MinTimeSec,MaxTimeSec,Error
Geant2004_kao.txt,11,95,9,2,m2: Block + Conv + Simple Facto,OK,0.776652882000732,116.525000,83208086,1,116.525000,116.525000,
Geant2004_kao.txt,11,95,9,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
Geant2004_kao.txt,11,95,9,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,9,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.387420489000000,0.001530,5,1,0.001530,0.001530,
IEEE-118-node_kao.txt,86,111,9,4,m4: Cancela-Petingi (Nesterov),OK,0.387420489000000,0.000035,1,1,0.000035,0.000035,
IEEE-118-node_kao.txt,86,111,9,3,m3: Block + Conv + Modified Facto,OK,0.387420488999992,10.909000,700895,1,10.909000,10.909000,
IEEE-118-node_kao.txt,86,111,9,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,9,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,9,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,10,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.422288333010000,0.000365,8,1,0.000365,0.000365,
IEEE-118-node_kao.txt,86,111,10,4,m4: Cancela-Petingi (Nesterov),OK,0.422288333010000,0.000078,3,1,0.000078,0.000078,
IEEE-118-node_kao.txt,86,111,10,3,m3: Block + Conv + Modified Facto,OK,0.422288333009992,82.454000,2866724,1,82.454000,82.454000,
IEEE-118-node_kao.txt,86,111,10,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,10,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,10,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,11,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.594261307356905,0.018300,1577,1,0.018300,0.018300,
IEEE-118-node_kao.txt,86,111,11,4,m4: Cancela-Petingi (Nesterov),OK,0.594261307356905,0.002576,66,1,0.002576,0.002576,
IEEE-118-node_kao.txt,86,111,11,3,m3: Block + Conv + Modified Facto,OK,0.594261307356893,1769.991000,45411593,1,1769.991000,1769.991000,
IEEE-118-node_kao.txt,86,111,11,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,11,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,11,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,12,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.660259359327198,1.532066,84824,1,1.532066,1.532066,
IEEE-118-node_kao.txt,86,111,12,4,m4: Cancela-Petingi (Nesterov),OK,0.660259359327198,0.021559,445,1,0.021559,0.021559,
IEEE-118-node_kao.txt,86,111,12,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,12,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,12,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
IEEE-118-node_kao.txt,86,111,12,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,12,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.282429536481000,0.000685,5,1,0.000685,0.000685,
Geant2009_kao.txt,107,264,12,4,m4: Cancela-Petingi (Nesterov),OK,0.282429536481000,0.000072,1,1,0.000072,0.000072,
Geant2009_kao.txt,107,264,12,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,12,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,12,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,12,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,13,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.363032101897313,0.000976,33,1,0.000976,0.000976,
Geant2009_kao.txt,107,264,13,4,m4: Cancela-Petingi (Nesterov),OK,0.363032101897313,0.000211,8,1,0.000211,0.000211,
Geant2009_kao.txt,107,264,13,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,13,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,13,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,13,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,14,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.526329872068561,0.027852,2609,1,0.027852,0.027852,
Geant2009_kao.txt,107,264,14,4,m4: Cancela-Petingi (Nesterov),OK,0.526329872068561,0.002067,36,1,0.002067,0.002067,
Geant2009_kao.txt,107,264,14,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,14,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,14,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,14,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,15,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.567518331299403,0.080878,3068,1,0.080878,0.080878,
Geant2009_kao.txt,107,264,15,4,m4: Cancela-Petingi (Nesterov),OK,0.567518331299404,0.004701,168,1,0.004701,0.004701,
Geant2009_kao.txt,107,264,15,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,15,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,15,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
Geant2009_kao.txt,107,264,15,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.204478924819612,0.000972,17,1,0.000972,0.000972,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,4,m4: Cancela-Petingi (Nesterov),OK,0.204478924819612,0.284082,4,1,0.284082,0.284082,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,5,m5: Block + Conv + Modified Cancela-Petingi,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,4,m4: Cancela-Petingi (Nesterov),OK,0.358658867701860,0.626181,645,1,0.626181,0.626181,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,3,m3: Block + Conv + Modified Facto,ERROR,,374.976655,0,0,,,std::bad_alloc
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,5,m5: Block + Conv + Modified Cancela-Petingi,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,4,m4: Cancela-Petingi (Nesterov),OK,0.407098601154628,33.606318,98640,1,33.606318,33.606318,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,3,m3: Block + Conv + Modified Facto,ERROR,,1466.457789,0,0,,,std::bad_alloc
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,5,m5: Block + Conv + Modified Cancela-Petingi,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,4,m4: Cancela-Petingi (Nesterov),TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,
