Graph,S,T,D,MethodId,Method,Status,Reliability,TimeSec,Recursions,CompletedRuns,MinTimeSec,MaxTimeSec,TimeoutBudgetSec,Error
Geant2004_kao.txt,11,95,7,1,m1: Block + Pure Facto,OK,0.699064984731161,94.849000,111371166,8,94.535000,95.103000,300,
Geant2004_kao.txt,11,95,8,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.765180873969210,0.001446,377,8,0.001420,0.002383,1800,
Geant2004_kao.txt,11,95,8,4,m4: Cancela-Petingi (Nesterov),OK,0.765180873969210,0.000380,42,8,0.000361,0.000388,1800,
Geant2004_kao.txt,11,95,8,3,m3: Block + Conv + Modified Facto,OK,0.765180873969207,0.014500,5083,8,0.007000,0.025000,1800,
Geant2004_kao.txt,11,95,8,2,m2: Block + Conv + Simple Facto,OK,0.765180873983931,51.187500,59727108,8,50.834000,51.558000,1800,
Geant2004_kao.txt,11,95,8,1,m1: Block + Pure Facto,OK,0.765180873983931,165.905500,194579184,8,165.289000,166.167000,300,
Geant2004_kao.txt,11,95,9,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.776652881984733,0.001290,275,8,0.001244,0.002548,1800,
Geant2004_kao.txt,11,95,9,4,m4: Cancela-Petingi (Nesterov),OK,0.776652881984733,0.001051,77,8,0.000681,0.001939,1800,
Geant2004_kao.txt,11,95,9,3,m3: Block + Conv + Modified Facto,OK,0.776652881984730,0.189500,34308,8,0.179000,0.198000,1800,
Geant2004_kao.txt,11,95,9,2,m2: Block + Conv + Simple Facto,OK,0.776652882000732,70.964500,83208086,8,70.669000,71.528000,1800,
Geant2009_kao.txt,107,264,12,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,12,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,12,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,12,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,13,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,13,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,13,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,13,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,14,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,14,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,14,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,14,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,15,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,15,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
Geant2009_kao.txt,107,264,15,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,15,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
Geant2009_kao.txt,107,264,12,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.282429536481000,0.000704,5,8,0.000309,0.000755,1800,
Geant2009_kao.txt,107,264,12,4,m4: Cancela-Petingi (Nesterov),OK,0.282429536481000,0.000063,1,8,0.000029,0.000131,1800,
Geant2009_kao.txt,107,264,13,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.363032101897313,0.000456,33,8,0.000415,0.000933,1800,
Geant2009_kao.txt,107,264,13,4,m4: Cancela-Petingi (Nesterov),OK,0.363032101897313,0.000207,8,8,0.000118,0.000258,1800,
Geant2009_kao.txt,107,264,14,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.526329872068561,0.012361,2609,8,0.012102,0.013966,1800,
Geant2009_kao.txt,107,264,14,4,m4: Cancela-Petingi (Nesterov),OK,0.526329872068561,0.000547,36,8,0.000525,0.001275,1800,
Geant2009_kao.txt,107,264,15,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.567518331299403,0.019274,3068,8,0.018691,0.019760,1800,
Geant2009_kao.txt,107,264,15,4,m4: Cancela-Petingi (Nesterov),OK,0.567518331299404,0.002420,168,8,0.002364,0.002547,1800,
IEEE-118-node_kao.txt,86,111,9,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
IEEE-118-node_kao.txt,86,111,9,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,9,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,10,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
IEEE-118-node_kao.txt,86,111,10,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,10,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,11,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
IEEE-118-node_kao.txt,86,111,11,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,11,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,12,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,1800,
IEEE-118-node_kao.txt,86,111,12,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
IEEE-118-node_kao.txt,86,111,12,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,12,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
IEEE-118-node_kao.txt,86,111,9,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.387420489000000,0.000212,5,8,0.000149,0.000384,1800,
IEEE-118-node_kao.txt,86,111,9,4,m4: Cancela-Petingi (Nesterov),OK,0.387420489000000,0.000029,1,8,0.000019,0.000057,1800,
IEEE-118-node_kao.txt,86,111,9,3,m3: Block + Conv + Modified Facto,OK,0.387420488999992,7.016000,700895,8,6.993000,7.232000,1800,
IEEE-118-node_kao.txt,86,111,10,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.422288333010000,0.000166,8,8,0.000149,0.000528,1800,
IEEE-118-node_kao.txt,86,111,10,4,m4: Cancela-Petingi (Nesterov),OK,0.422288333010000,0.000039,3,8,0.000029,0.000051,1800,
IEEE-118-node_kao.txt,86,111,10,3,m3: Block + Conv + Modified Facto,OK,0.422288333009992,37.885500,2866724,8,37.764000,37.999000,1800,
IEEE-118-node_kao.txt,86,111,11,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.594261307356905,0.007271,1577,8,0.006546,0.008008,1800,
IEEE-118-node_kao.txt,86,111,11,4,m4: Cancela-Petingi (Nesterov),OK,0.594261307356905,0.000553,66,8,0.000537,0.001040,1800,
IEEE-118-node_kao.txt,86,111,11,3,m3: Block + Conv + Modified Facto,OK,0.594261307356893,773.564000,45411593,2,772.240000,774.888000,1800,
IEEE-118-node_kao.txt,86,111,12,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.660259359327198,0.511708,84824,8,0.507642,0.517555,1800,
IEEE-118-node_kao.txt,86,111,12,4,m4: Cancela-Petingi (Nesterov),OK,0.660259359327198,0.006742,445,8,0.006331,0.007691,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,5,m5: Block + Conv + Modified Cancela-Petingi,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,3,m3: Block + Conv + Modified Facto,ERROR,,374.976655,0,0,,,1800,std::bad_alloc
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,5,m5: Block + Conv + Modified Cancela-Petingi,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,3,m3: Block + Conv + Modified Facto,ERROR,,1466.457789,0,0,,,1800,std::bad_alloc
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,5,m5: Block + Conv + Modified Cancela-Petingi,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,4,m4: Cancela-Petingi (Nesterov),TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,3,m3: Block + Conv + Modified Facto,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,2,m2: Block + Conv + Simple Facto,TIMEOUT,,,0,0,,,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,1,m1: Block + Pure Facto,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,20,0,m0: Pure Factoring,TIMEOUT,,,0,0,,,300,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,5,m5: Block + Conv + Modified Cancela-Petingi,OK,0.204478924819612,0.001017,17,8,0.000522,0.001482,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,17,4,m4: Cancela-Petingi (Nesterov),OK,0.204478924819612,0.066475,4,8,0.065578,0.066896,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,18,4,m4: Cancela-Petingi (Nesterov),OK,0.358658867701860,0.141545,645,8,0.140042,0.142798,1800,
UPS_of_Russia_composed_with_colored_cut_vertices_kao.txt,4,62,19,4,m4: Cancela-Petingi (Nesterov),OK,0.407098601154628,5.341824,98640,8,5.303144,5.424550,1800,
